2865,MEWT: Gabor Fodor (SZDSZ) na Imre Szabó (MSZP),2008-04-29,2008-04-29,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2866,Economic and Financial Affairs,2008-05-14,2008-05-14,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2867,Agriculture and Fisheries,2008-05-19,2008-05-19,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2868,"Education, Youth, Culture and Sport",2008-05-21,2008-05-22,Ferenc Csák,MEC,"State Secretary, Ministry of Education and Culture",?,0,Ferenc Gyurcsány 2
2868,"Education, Youth, Culture and Sport",2008-05-21,2008-05-22,Agnes Vargha,PerRep,Deputy permanent representative,bezp.,0,Ferenc Gyurcsány 2
2869,General Affairs,2008-05-26,2008-05-26,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2870,External Relations,2008-05-26,2008-05-27,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2870,External Relations,2008-05-26,2008-05-27,József Bali,MD,State secretary,MSZP,1,Ferenc Gyurcsány 2
2871,Competitiveness,2008-05-29,2008-05-30,Gordon Bajnai,MNDEA,Minister for national development and economic affairs,bezp.,1,Ferenc Gyurcsány 2
2871,Competitiveness,2008-05-29,2008-05-30,Géza Egyed,MEAT,"State Secretary (with special responsibility), Ministry of Economic Affairs and Transport",?,1,Ferenc Gyurcsány 2
2872,Economic and Financial Affairs,2008-06-03,2008-06-03,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2873,Justice and Home Affairs,2008-06-05,2008-06-06,Judit Fazekas,MJLE,"Secretary of state, Ministry of justice and law enforcement",?,0,Ferenc Gyurcsány 2
2874,Environment,2008-06-05,2008-06-05,Lajos Oláh,MtEWM,"State Secretary, Ministry of the Environment and Water Management",MSZP,0,Ferenc Gyurcsány 2
2875,"Transport, Telecommunications and Energy",2008-06-06,2008-06-06,Pál Szabó,MTTE,"Minister for transport, telecomunications and energy",SZDSZ,1,Ferenc Gyurcsány 2
2876,"Employment, Social Policy, Health and Consumer Affairs",2008-06-09,2008-06-10,Tamás Székely,MH,Minister for Health,bezp.,1,Ferenc Gyurcsány 2
2876,"Employment, Social Policy, Health and Consumer Affairs",2008-06-09,2008-06-10,Lászlo Herczog,MSAL,Minister for Social Affairs and Labour,bezp.,1,Ferenc Gyurcsány 2
2877,"Transport, Telecommunications and Energy",2008-06-12,2008-06-13,Ákos Bóna,MTTE,State secretary for Telecommunication,?,0,Ferenc Gyurcsány 2
2877,"Transport, Telecommunications and Energy",2008-06-12,2008-06-13,Lájos Csepi,MTTE,"State Secretary, Ministry of Transport, Telecommunications and Energy",MSZP,0,Ferenc Gyurcsány 2
2878,General Affairs,2008-06-16,2008-06-16,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2879,External Relations,2008-06-16,2008-06-16,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2880,Heads of State or Government,2008-06-19,2008-06-19,Ferenc Gyurcsány,PM,Prime minister,MSZP,1,Ferenc Gyurcsány 2
2881,Agriculture and Fisheries,2008-06-23,2008-06-24,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2882,Economic and Financial Affairs,2008-07-08,2008-07-08,Lájos Csepi,MTTE,"State Secretary, Ministry of Transport, Telecommunications and Energy",MSZP,0,Ferenc Gyurcsány 2
2883,Economic and Financial Affairs,2008-07-17,2008-07-17,Lászlo Keller,MF,"State secretary, Ministry of Finances",MSZP,0,Ferenc Gyurcsány 2
2884,Agriculture and Fisheries,2008-07-15,2008-07-15,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2885,General Affairs,2008-07-22,2008-07-29,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2885,General Affairs,2008-07-22,2008-07-29,Ábel Garamhegyi,MNDEA,"State Secretary, Ministry of National Development and Economic Affairs",SZDSZ,1,Ferenc Gyurcsány 2
2885,General Affairs,2008-07-22,2008-07-29,Lázlo Várkonyi,MNDEA,"Director General, Ministry of National Development and Economic Affairs",?,1,Ferenc Gyurcsány 2
2886,External Relations,2008-07-22,2008-07-29,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2886,External Relations,2008-07-22,2008-07-29,Ábel Garamhegyi,MNDEA,"State Secretary, Ministry of National Development and Economic Affairs",SZDSZ,1,Ferenc Gyurcsány 2
2886,External Relations,2008-07-22,2008-07-29,Lázlo Várkonyi,MNDEA,"Director General, Ministry of National Development and Economic Affairs",?,1,Ferenc Gyurcsány 2
2887,Justice and Home Affairs,2008-07-24,2008-07-25,Judit Fazekas,MJLE,"Secretary of state, Ministry of justice and law enforcement",?,0,Ferenc Gyurcsány 2
2888,General Affairs,2008-09-15,2008-09-15,Tibor Kiss,PerRep,Permanent representative,?,0,Ferenc Gyurcsány 2
2889,External Relations,2008-09-15,2008-09-16,Tibor Kiss,PerRep,Permanent representative,?,0,Ferenc Gyurcsány 2
2890,Justice and Home Affairs,2008-09-25,2008-09-25,Judit Fazekas,MJLE,"Secretary of state, Ministry of justice and law enforcement",?,0,Ferenc Gyurcsány 2
2891,Competitiveness,2008-09-26,2008-09-26,Károly Molnár,member of hungarian government,"Minister without portfolio, responsible for research and development",bezp.,1,Ferenc Gyurcsány 2
2892,Agriculture and Fisheries,2008-09-29,2008-09-30,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2893,"Employment, Social Policy, Health and Consumer Affairs",2008-10-02,2008-10-02,Gábor Simon,MSAL,"State Secretary, Ministry of Social Affairs and Labour",MSZP,0,Ferenc Gyurcsány 2
2894,Economic and Financial Affairs,2008-10-07,2008-10-07,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2895,"Transport, Telecommunications and Energy",2008-10-09,2008-10-10,Lájos Csepi,MTTE,"State Secretary, Ministry of Transport, Telecommunications and Energy",MSZP,0,Ferenc Gyurcsány 2
2895,"Transport, Telecommunications and Energy",2008-10-09,2008-10-10,Agnes Vargha,PerRep,Deputy permanent representative,bezp.,0,Ferenc Gyurcsány 2
2896,General Affairs,2008-10-13,2008-10-13,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2897,External Relations,2008-10-13,2008-10-13,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2898,Environment,2008-10-20,2008-10-20,Agnes Vargha,PerRep,Deputy permanent representative,bezp.,0,Ferenc Gyurcsány 2
2899,Justice and Home Affairs,2008-10-24,2008-10-24,Judit Fazekas,MJLE,"Secretary of state, Ministry of justice and law enforcement",?,0,Ferenc Gyurcsány 2
2900,Agriculture and Fisheries,2008-10-27,2008-10-28,Barnabás Forgács,MARD,"State Secretary (with special responsibility), Ministry of Agriculture and Rural Development",MSZP,0,Ferenc Gyurcsány 2
2901,Economic and Financial Affairs,2008-11-04,2008-11-04,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2902,General Affairs,2008-11-10,2008-11-10,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2903,External Relations,2008-11-10,2008-11-11,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2903,External Relations,2008-11-10,2008-11-11,József Bali,MD,State secretary,MSZP,1,Ferenc Gyurcsány 2
2904,Agriculture and Fisheries,2008-11-18,2008-11-20,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2905,"Education, Youth, Culture and Sport",2008-11-20,2008-11-21,István Hiller,MEC,Minister for Education and Culture,MSZP,1,Ferenc Gyurcsány 2
2906,Economic and Financial Affairs,2008-11-21,2008-11-21,Lászlo Keller,MF,"State secretary, Ministry of Finances",MSZP,0,Ferenc Gyurcsány 2
2907,"Transport, Telecommunications and Energy",2008-11-27,2008-11-27,Lájos Csepi,MTTE,"State Secretary, Ministry of Transport, Telecommunications and Energy",MSZP,0,Ferenc Gyurcsány 2
2908,Justice and Home Affairs,2008-11-27,2008-11-28,Tibor Draskovics,MJHA,Minister for Justice and Home Affairs,bezp.,1,Ferenc Gyurcsány 2
2909,Agriculture and Fisheries,2008-11-28,2008-11-28,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2910,Competitiveness,2008-12-01,2008-12-02,Károly Molnár,member of hungarian government,"Minister without portfolio, responsible for research and development",bezp.,1,Ferenc Gyurcsány 2
2910,Competitiveness,2008-12-01,2008-12-02,Zoltán Mester,MNDEA,"State secretary, Ministry of National Development and Economic Affairs",?,1,Ferenc Gyurcsány 2
2911,Economic and Financial Affairs,2008-12-02,2008-12-02,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2912,Environment,2008-12-04,2008-12-04,Lajos Oláh,MtEWM,"State Secretary, Ministry of the Environment and Water Management",MSZP,0,Ferenc Gyurcsány 2
2913,General Affairs,2008-12-08,2008-12-08,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2914,General Affairs,2008-12-08,2008-12-08,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2915,External Relations,2008-12-08,2008-12-09,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2916,"Employment, Social Policy, Health and Consumer Affairs",2008-12-16,2008-12-17,Melinda Medgyaszai,MH,"State secretary, Ministry of Health",?,0,Ferenc Gyurcsány 2
2917,Agriculture and Fisheries,2008-12-18,2008-12-19,Barnabás Forgács,MARD,"State Secretary (with special responsibility), Ministry of Agriculture and Rural Development",MSZP,0,Ferenc Gyurcsány 2
2918,Agriculture and Fisheries,2009-01-19,2009-01-19,Barnabás Forgács,MARD,"State Secretary (with special responsibility), Ministry of Agriculture and Rural Development",MSZP,0,Ferenc Gyurcsány 2
2919,Economic and Financial Affairs,2009-01-20,2009-01-20,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2920,General Affairs,2009-01-26,2009-01-26,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2921,External Relations,2009-01-26,2009-01-26,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2922,Economic and Financial Affairs,2009-02-10,2009-02-10,János Veres,MF,Minister for Finance,MSZP,1,Ferenc Gyurcsány 2
2923,"Education, Youth, Culture and Sport",2009-02-16,2009-02-16,Agnes Vargha,PerRep,Deputy permanent representative,bezp.,0,Ferenc Gyurcsány 2
2924,"Transport, Telecommunications and Energy",2009-02-19,2009-02-19,Csaba Molnár,MTTE,"Minister for transport, telecomunications and energy",MSZP,1,Ferenc Gyurcsány 2
2925,General Affairs,2009-02-23,2009-02-23,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2926,External Relations,2009-02-23,2009-02-23,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2927,Justice and Home Affairs,2009-02-26,2009-02-27,Tibor Draskovics,MJHA,Minister for Justice and Home Affairs,bezp.,1,Ferenc Gyurcsány 2
2927,Justice and Home Affairs,2009-02-26,2009-02-27,Judit Fazekas,MJLE,Secretary of state for justice and law enforcement,?,1,Ferenc Gyurcsány 2
2928,Environment,2009-03-02,2009-03-02,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2929,Competitiveness,2009-03-05,2009-03-06,Gordon Bajnai,MNDEA,Minister for national development and economic affairs,bezp.,1,Ferenc Gyurcsány 2
2929,Competitiveness,2009-03-05,2009-03-06,Károly Molnár,member of hungarian government,"Minister without portfolio, responsible for research and development",bezp.,1,Ferenc Gyurcsány 2
2930,"Employment, Social Policy, Health and Consumer Affairs",2009-03-09,2009-03-09,Agnes Vargha,PerRep,Deputy permanent representative,bezp.,0,Ferenc Gyurcsány 2
2931,Economic and Financial Affairs,2009-03-10,2009-03-10,Álmos Kovács,MF,"State secretary (with special responsibility), Ministry of Finance",bezp.,0,Ferenc Gyurcsány 2
2932,General Affairs,2009-03-16,2009-03-16,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2933,External Relations,2009-03-16,2009-03-16,Kinga Göncz,MFA,Minister of Foreign Affairs,MSZP,1,Ferenc Gyurcsány 2
2934,Agriculture and Fisheries,2009-03-23,2009-03-23,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Ferenc Gyurcsány 2
2935,"Transport, Telecommunications and Energy",2009-03-30,2009-03-31,Lájos Csepi,MTTE,"State Secretary, Ministry of Transport, Telecommunications and Energy",MSZP,0,Ferenc Gyurcsány 2
2936,Justice and Home Affairs,2009-04-06,2009-04-06,Tibor Draskovics,MJHA,Minister for Justice and Home Affairs,bezp.,1,Ferenc Gyurcsány 2
2936,Justice and Home Affairs,2009-04-06,2009-04-06,Judit Fazekas,MJLE,Secretary of state for justice and law enforcement,?,1,Ferenc Gyurcsány 2
2937,Agriculture and Fisheries,2009-04-23,2009-04-24,Barnabás Forgács,MARD,"State Secretary (with special responsibility), Ministry of Agriculture and Rural Development",MSZP,0,Gordon Bajnai
2938,General Affairs,2009-04-27,2009-04-27,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2939,External Relations,2009-04-27,2009-04-28,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2940,Economic and Financial Affairs,2009-05-05,2009-05-05,Péter Oszkó,MF,Minister of Finance,bezp.,1,Gordon Bajnai
2941,"Education, Youth, Culture and Sport",2009-05-11,2009-05-12,Ferenc Csák,MEC,"State Secretary, Ministry of Education and Culture",?,0,Gordon Bajnai
2942,General Affairs,2009-05-18,2009-05-18,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2943,External Relations,2009-05-19,2009-05-19,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2943,External Relations,2009-05-19,2009-05-19,József Bali,MD,State secretary,MSZP,1,Gordon Bajnai
2944,Agriculture and Fisheries,2009-05-25,2009-05-25,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Gordon Bajnai
2945,Competitiveness,2009-05-28,2009-05-29,István Varga,MNDEA,Minister for national development and economic affairs,bezp.,1,Gordon Bajnai
2945,Competitiveness,2009-05-28,2009-05-29,Zoltán Mester,MNDEA,"State secretary, Ministry of National Development and Economic Affairs",?,1,Gordon Bajnai
2946,Justice and Home Affairs,2009-06-04,2009-06-05,Dezsö Avarkeszi,MJLE,"State secretary, ministry of Justice and Law enforcement",MSZP,0,Gordon Bajnai
2946,Justice and Home Affairs,2009-06-04,2009-06-05,Judit Fazekas,MJLE,Secretary of state for justice and law enforcement,?,0,Gordon Bajnai
2947,"Employment, Social Policy, Health and Consumer Affairs",2009-06-08,2009-06-09,Tamás Székely,MH,Minister for Health,bezp.,1,Gordon Bajnai
2947,"Employment, Social Policy, Health and Consumer Affairs",2009-06-08,2009-06-09,Lászlo Herczog,MSAL,Minister for Social Affairs and Labour,bezp.,1,Gordon Bajnai
2948,Economic and Financial Affairs,2009-06-09,2009-06-09,Péter Oszkó,MF,Minister of Finance,bezp.,1,Gordon Bajnai
2949,"Transport, Telecommunications and Energy",2009-06-11,2009-06-12,Lájos Csepi,MTTE,State secretary,MSZP,0,Gordon Bajnai
2950,General Affairs,2009-06-15,2009-06-15,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2951,External Relations,2009-06-15,2009-06-16,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2952,Agriculture and Fisheries,2009-06-22,2009-06-23,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Gordon Bajnai
2953,Environment,2009-06-25,2009-06-25,István Kling,MEW,"State secretary, Ministry of Environment and Water",?,0,Gordon Bajnai
2954,Economic and Financial Affairs,2009-07-07,2009-07-07,Álmos Kovács,MF,"State secretary (with special responsibility), Ministry of Finance",bezp.,0,Gordon Bajnai
2955,Economic and Financial Affairs,2009-07-10,2009-07-10,Tamás Katona,MF,State secretary,MSZP,0,Gordon Bajnai
2956,Agriculture and Fisheries,2009-07-13,2009-07-13,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Gordon Bajnai
2957,General Affairs,2009-07-27,2009-07-27,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2958,External Relations,2009-07-27,2009-07-27,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2959,Agriculture and Fisheries,2009-09-07,2009-09-07,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Gordon Bajnai
2960,General Affairs,2009-09-14,2009-09-14,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2961,External Relations,2009-09-15,2009-09-15,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2962,Justice and Home Affairs,2009-09-21,2009-09-21,Judit Fazekas,MJLE,Secretary of state for justice and law enforcement,?,0,Gordon Bajnai
2963,Competitiveness,2009-09-24,2009-09-25,István Varga,MNDEA,Minister for national development and economic affairs,bezp.,1,Gordon Bajnai
2964,"Transport, Telecommunications and Energy",2009-10-09,2009-10-09,Lájos Csepi,MTTE,State secretary,MSZP,0,Gordon Bajnai
2965,"Employment, Social Policy, Health and Consumer Affairs",2009-10-12,2009-10-12,Tamás Székely,MH,Minister for Health,bezp.,1,Gordon Bajnai
2966,Agriculture and Fisheries,2009-10-19,2009-10-20,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Gordon Bajnai
2967,Economic and Financial Affairs,2009-10-20,2009-10-20,Péter Oszkó,MF,Minister of Finance,bezp.,1,Gordon Bajnai
2968,Environment,2009-10-21,2009-10-21,István Kling,MEW,"State secretary, Ministry of Environment and Water",?,0,Gordon Bajnai
2969,Justice and Home Affairs,2009-10-23,2009-10-23,Judit Fazekas,MJLE,Secretary of state for justice and law enforcement,?,0,Gordon Bajnai
2970,General Affairs,2009-10-26,2009-10-26,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2971,External Relations,2009-10-27,2009-10-27,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2972,Economic and Financial Affairs,2009-11-10,2009-11-10,Péter Oszkó,MF,Minister of Finance,bezp.,1,Gordon Bajnai
2973,General Affairs,2009-11-16,2009-11-16,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2973,General Affairs,2009-11-16,2009-11-16,László Várkonyi,MFA,State secretary for Foreign Affairs,bezp.,1,Gordon Bajnai
2974,External Relations,2009-11-17,2009-11-17,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2974,External Relations,2009-11-17,2009-11-17,Imre Szekeres,MD,Minister of Defence,MSZP,1,Gordon Bajnai
2975,Economic and Financial Affairs,2009-11-18,2009-11-18,Tamás Katona,MF,State secretary,MSZP,0,Gordon Bajnai
2976,Agriculture and Fisheries,2009-11-20,2009-11-20,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Gordon Bajnai
2977,Environment,2009-11-23,2009-11-23,István Kling,MEW,"State secretary, Ministry of Environment and Water",?,0,Gordon Bajnai
2978,"Education, Youth, Culture and Sport",2009-11-26,2009-11-17,Edit Rauh,MSAL,State secretary,?,0,Gordon Bajnai
2978,"Education, Youth, Culture and Sport",2009-11-26,2009-11-17,Gyula Balogh,MEC,"State secretary, Ministry of Education and Culture",MSZP,0,Gordon Bajnai
2979,Justice and Home Affairs,2009-11-30,2009-11-30,Tibor Draskovics,MJHA,Minister for Justice and Home Affairs,bezp.,1,Gordon Bajnai
2980,"Employment, Social Policy, Health and Consumer Affairs",2009-11-30,2009-11-30,Tamás Székely,MH,Minister for Health,bezp.,1,Gordon Bajnai
2980,"Employment, Social Policy, Health and Consumer Affairs",2009-11-30,2009-11-30,Lászlo Herczog,MSAL,Minister for Social Affairs and Labour,bezp.,1,Gordon Bajnai
2981,Economic and Financial Affairs,2009-12-02,2009-12-02,Péter Oszkó,MF,Minister of Finance,bezp.,1,Gordon Bajnai
2982,Competitiveness,2009-12-03,2009-12-04,Judit Fazekas,MJLE,Secretary of state for justice and law enforcement,?,0,Gordon Bajnai
2982,Competitiveness,2009-12-03,2009-12-04,Zoltán Mester,MNDEA,"State secretary, Ministry of National Development and Economic Affairs",?,0,Gordon Bajnai
2983,"Transport, Telecommunications and Energy",2009-12-07,2009-12-07,Péter Hónig,MTTE,"Minister for Transport, Telecomunications and Energy",bezp.,1,Gordon Bajnai
2984,General Affairs,2009-12-07,2009-12-07,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2985,Foreign Affairs,2009-12-08,2009-12-08,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2986,Agriculture and Fisheries,2009-12-14,2009-12-16,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Gordon Bajnai
2987,"Transport, Telecommunications and Energy",2009-12-17,2009-12-18,Lájos Csepi,MTTE,State secretary,MSZP,0,Gordon Bajnai
2988,Environment,2009-12-22,2009-12-22,István Kling,MEW,"State secretary, Ministry of Environment and Water",?,0,Gordon Bajnai
2989,Agriculture and Fisheries,2010-01-18,2010-01-18,Barnabás Forgács,MARD,"State Secretary (with special responsibility), Ministry of Agriculture and Rural Development",MSZP,0,Gordon Bajnai
2990,Economic and Financial Affairs,2009-01-19,2009-01-19,Tamás Katona,MF,State secretary,MSZP,0,Gordon Bajnai
2991,General Affairs,2010-01-25,2010-01-25,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2992,Foreign Affairs,2010-01-25,2010-01-25,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2993,"Education, Youth, Culture and Sport",2010-02-15,2010-02-15,Zoltán Loboda,?,State secretary for Education and Culture,?,0,Gordon Bajnai
2994,Economic and Financial Affairs,2010-02-16,2010-02-16,Péter Oszkó,MF,Minister of Finance,bezp.,1,Gordon Bajnai
2995,Agriculture and Fisheries,2010-02-22,2010-02-22,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Gordon Bajnai
2996,Foreign Affairs,2010-02-22,2010-02-22,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2997,General Affairs,2010-02-22,2010-02-22,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
2998,Justice and Home Affairs,2010-02-25,2010-02-26,Imre Forgács,MJLE,Minister of Justice and Law enforcement,bezp.,1,Gordon Bajnai
2999,Competitiveness,2010-03-01,2010-03-02,István Varga,MNDEA,Minister for national development and economic affairs,bezp.,1,Gordon Bajnai
3000,"Employment, Social Policy, Health and Consumer Affairs",2010-03-08,2010-03-08,Lászlo Herczog,MSAL,Minister for Social Affairs and Labour,?,1,Gordon Bajnai
3001,"Transport, Telecommunications and Energy",2010-03-11,2010-03-12,Lájos Csepi,MTTE,State secretary,MSZP,0,Gordon Bajnai
3002,Environment,2010-03-15,2010-03-15,István Kling,MEW,"State secretary, Ministry of Environment and Water",?,0,Gordon Bajnai
3003,Economic and Financial Affairs,2010-03-16,2010-03-16,Tamás Katona,MF,State secretary,MSZP,0,Gordon Bajnai
3004,General Affairs,2010-03-22,2010-03-22,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
3005,Foreign Affairs,2010-03-22,2010-03-22,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
3006,Agriculture and Fisheries,2010-03-29,2010-03-29,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Gordon Bajnai
3007,Agriculture and Fisheries xx,2010-04-19,2010-04-19,data nejsou k dispozici,MARD,Minister of Agriculture and Rural Development,MSZP,1,Gordon Bajnai
3008,Justice and Home Affairs,2010-04-23,2010-04-23,Judit Fazekas,MJLE,Secretary of state for justice and law enforcement,?,0,Gordon Bajnai
3008,Justice and Home Affairs,2010-04-23,2010-04-23,Gábor Iván,PerRep,Permanent representative,?,0,Gordon Bajnai
3009,Foreign Affairs,2010-04-26,2010-04-26,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
3009,Foreign Affairs,2010-04-26,2010-04-26,József Bali,MD,State secretary,MSZP,1,Gordon Bajnai
3010,General Affairs,2010-04-26,2010-04-26,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
3011,Foreign Affairs,2010-05-10,2010-05-10,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
3011,Foreign Affairs,2010-05-10,2010-05-10,László Várkonyi,MFA,State secretary for RForeign Affairs,bezp.,1,Gordon Bajnai
3012,General Affairs,2010-05-10,2010-05-10,Péter Balázs,MFA,Minister for Foreign Affairs,bezp.,1,Gordon Bajnai
3013,"Education, Youth, Culture and Sport",2010-05-10,2010-05-11,Edit Rauh,MSAL,State secretary,?,0,Gordon Bajnai
3013,"Education, Youth, Culture and Sport",2010-05-10,2010-05-11,Beáta Simóka,MCS,State secretary,?,0,Gordon Bajnai
3013,"Education, Youth, Culture and Sport",2010-05-10,2010-05-11,Károly Manherz,MEC,State secretary,?,0,Gordon Bajnai
3014,Agriculture and Fisheries,2010-05-17,2010-05-17,József Gráf,MARD,Minister of Agriculture and Rural Development,MSZP,1,Gordon Bajnai
3015,Economic and Financial Affairs,2010-05-18,2010-05-18,Péter Oszkó,MF,Minister of Finance,bezp.,1,Gordon Bajnai
3016,Competitiveness,2010-05-25,2010-05-26,Agnes Vargha,PerRep,Deputy permanent representative,bezp.,0,Gordon Bajnai
3017,"Transport, Telecommunications and Energy",2010-05-31,2010-05-31,Agnes Vargha,MFA,Deputy Permanent Representative,bezp.,0,Viktor Orbán 2
3018,Justice and Home Affairs,2010-06-03,2010-06-03,Sándor Pintér,MI,Minister for the Interior,bezp.,1,Viktor Orbán 2
3018,Justice and Home Affairs,2010-06-03,2010-06-03,Tibor Navracsics,MPAJ,Minister for Public Administration and Justice,Fidesz,1,Viktor Orbán 2
3019,"Employment, Social Policy, Health and Consumer Affairs",2010-06-07,2010-06-07,Miklós Réthelyi,MNR,Minister for Natural Resources,bezp.,1,Viktor Orbán 2
3019,"Employment, Social Policy, Health and Consumer Affairs",2010-06-07,2010-06-07,Agnes Vargha,MFA,Deputy Permanent Representative,bezp.,1,Viktor Orbán 2
3020,Economic and Financial Affairs,2010-06-08,2010-06-08,Gyorgy Matolcsy,MEA,Miniser for Economic Affairs,Fidesz,1,Viktor Orbán 2
3021,Environment,2010-06-11,2010-06-11,Sándor Fazekas,MRD,Minister for Rural Development,Fidesz,1,Viktor Orbán 2
3022,General Affairs,2010-06-14,2010-06-14,János Martonyi,MFA,Minister for Foreign Affairs,Fidesz,1,Viktor Orbán 2
3022,General Affairs,2010-06-14,2010-06-14,Gábor Iván,MFA,Permanent Representative,bezp.,1,Viktor Orbán 2
3023,Foreign Affairs,2010-06-14,2010-06-14,János Martonyi,MFA,Minister for Foreign Affairs,Fidesz,1,Viktor Orbán 2
